sid,longitude,latitude,name,address,tel,wifi,notes
40,121.544897,25.041837,崇光門市,106台北市大安區忠孝東路四段45號B1,02-2771-2826,N,
41,121.590006,25.071467,國醫門市,114台北市內湖區成功路二段325號B1F,02-8791-8095,N,
42,121.521784,25.057861,馬偕門市,104台北市中山區民生西路7號,02-2511-6691,Y,
43,121.517477,25.046115,站前門市,100台北市中正區忠孝西路一段36號,02-2381-8993,Y,
44,121.513171,25.042246,重慶門市,100台北市中正區重慶南路一段104號,02-2371-3336,Y,
45,121.557291,25.082752,美麗華門市,104台北市中山區敬業三路20號,02-2175-3190,Y,
46,121.516407,25.09537,科教門市,111台北市士林區士商路189號2樓,02-2833-6976,N,
47,121.575644,24.987623,政大門市,116台北市文山區指南路二段105號,02-8661-6613,Y,
48,121.537212,25.025363,建和門市,106台北市大安區和平東路2段42-1號,02-2363-9331,Y,
49,121.611652,25.058787,南園門市,115台北市南港區園區街3號2樓之7,02-2785-0096,N,
50,121.613724,25.057587,南港門市,115台北市南港區三重路19-10號1樓,02-2655-1456,Y,
51,121.516594,25.032349,南海門市,100台北市中正區南海路20號,02-2396-0860,N,
52,121.533363,25.05218,南東門市,104台北市中山區南京東路二段111號1樓,02-2516-3186,Y,
53,121.520163,25.052618,南西門市,103台北市大同區南京西路27號,02-2556-6810,Y,
54,121.505505,25.045055,武昌門市,108台北市萬華區武昌街二段77號,02-2381-5299,N,
55,121.566128,25.03553,松壽門市,110台北市信義區松壽路12號一樓,02-8780-8772,Y,
56,121.532818,25.057597,松江門市,104台北市中山區松江路206號1樓,02-2564-2790,Y,
57,121.533259,25.048648,松安門市,104台北市中山區松江路61-1號1樓,(02)2517-3150,N,
58,121.568653,25.03875,松仁門市,110台北市信義區松仁路7號,02-2723-1486,Y,
59,121.525767,25.053889,林森門市,104台北市中山區林森北路247號1樓,02-2542-8870,N,
60,121.524584,25.035529,杭州門市,100台北市中正區信義路二段一號之一,02-2393-0139,N,
61,121.530772,25.112395,忠誠門市,111台北市士林區士東路123號,02-2873-5815,Y,
62,121.561193,25.030527,南山門市,110台北市信義區莊敬路168號1F(南山人壽總部大樓),02-8786-7793,Y,
63,121.531804,25.041944,忠新門市,100台北市中正區忠孝東路二段134巷2號,02-2395-7870,Y,
64,121.522887,25.026821,和平門市,106台北市大安區和平東路一段2號,02-2369-4200,Y,
65,121.562458,25.047247,京華門市,105台北市松山區八德路四段138號,02-8761-6614,Y,
66,121.562336,25.051247,京祥門市,105台北市松山區南京東路五段154號一樓,02-2749-1070,Y,
67,121.541059,25.021491,辛亥門市,106台北市大安區辛亥路2段175號1樓,02-2738-5799,Y,
68,121.564099,25.033408,101門市,110台北市信義區市府路45號B.C室,02-8101-8126,Y,
69,121.562876,25.058499,三民門市,105台北市松山區民生東路五段158號,02-2767-6603,Y,
70,121.526408,25.088311,士林門市,111台北市士林區文林路122號1F,02-2880-7805,Y,
71,121.525895,25.095056,士捷門市,111台北市士林區中正路239號,02-2883-1657,Y,
72,121.556142,25.080326,大直門市,104台北市中山區敬業三路123號,02-8502-1756,Y,
73,121.522815,25.062879,中山門市,104台北市中山區中山北路二段171號一至二樓,02-2586-9568,Y,
74,121.554672,25.03734,仁愛門市,106台北市大安區仁愛路四段306號,02-2709-6768,Y,
75,121.54205,25.051786,六福門市,104台北市中山區南京東路三段133號,02-2547-5816,Y,
76,121.533322,25.015581,公館門市,100台北市中正區羅斯福路四段26號一、二、三樓,02-2368-5629,Y,
77,121.559142,25.033207,世貿門市,110台北市信義區信義路四段415-1號,02-2720-3568,Y,
78,121.553903,25.051328,北寧門市,105台北市松山區南京東路四段56號1F,02-2570-6312,Y,
79,121.519257,25.119084,北榮門市,112台北市北投區石牌路二段201號,02-2873-1739,N,
80,121.563531,25.027006,北醫門市,110台北市信義區吳興街252號1樓,02-2732-8509,N,
81,121.55021,25.047724,台視門市,105台北市松山區八德路三段10號,02-2579-3016,Y,
82,121.544784,25.057588,民生門市,105台北市松山區民生東路三段105號1F,02-2712-0428,Y,
83,121.550584,25.057994,民東門市,105台北市松山區民生東路四段57號,02-2713-6970,N,
84,121.544177,25.061886,民權門市,104台北市中山區民權東路三段88號1樓,02-2504-4751,Y,
85,121.57353,25.040998,永春門市,110台北市信義區忠孝東路五段299號,02-2742-5909,Y,
86,121.516148,25.116502,石牌門市,112台北市北投區石牌路二段74號1~3樓,02-2827-7832,Y,
87,121.546508,25.1376,仰德門市,111台北市士林區格致路53號,02-2861-7038,Y,
88,121.504381,25.136115,光明門市,112台北市北投區光明路218-4號,02-2898-1051,Y,
89,121.530371,25.043571,光華門市,100台北市中正區八德路一段34號,02-2396-7829,Y,
90,121.551821,25.041458,統領門市,106台北市大安區忠孝東路四段201號,02-8771-0612,Y,
91,121.54833,25.057333,宏泰門市,105台北市松山區民生東路三段156-1號,02-2719-2682,Y,
92,121.546221,25.041775,地捷門市,106台北市大安區大安路一段77號,02-8773-1608,Y,
93,121.570716,25.081425,西湖門市,114台北市內湖區內湖路一段360巷2-1號,02-2627-6027,Y,
94,121.549478,25.05085,巨蛋門市,台北市松山區南京東路四段2號,02-2578-1489,Y,
95,121.374569,25.077072,文化門市,台北縣林口鄉文化二路一段551號,02-2602-5026,N,
96,121.515002,25.011842,頂溪門市,234台北縣永和市永和路二段116號1樓,02-2928-4020,Y,
97,121.541433,24.967693,新店門市,231台北縣新店市北新路一段305號,02-8911-0996,Y,
98,121.44716,25.048999,新莊門市,台北縣新莊市幸福路763-3號1F之1部,(02)2998-4957,Y,
99,121.545697,24.977621,新中門市,台北縣新店市中興路三段3號,02-8919-9008,Y,
100,121.507329,25.007724,雙和門市,234台北縣永和市中山路一段240號一樓,02-8231-5476,Y,
101,121.474857,25.006076,環球門市,235台北縣中和市中山路三段122號,02-3234-0635,Y,
102,121.536037,24.985933,慈濟門市,231台北縣新店市建國路289號2樓,02-8219-2279,Y,
103,121.466934,25.044845,湯城門市,241台北縣三重市重新路五段609巷10號之3,02-2278-9975,Y,
104,121.44404,25.168265,淡水門市,251台北縣淡水鎮公明街89號1~5樓,02-2625-5399,Y,
105,121.434948,25.173416,河岸門市,251台北縣淡水鎮中正路205號,02-2625-3320,Y,
106,121.473461,25.028882,板雙門市,220台北縣板橋市雙十路二段193號,02-2253-1610,Y,
107,121.464421,25.010956,板橋門市,220台北縣板橋市中山路1段152號1樓,02-8952-3190,Y,
108,121.459904,25.00781,板中門市,220台北縣板橋市中山路一段15號1樓,02-2963-5728,Y,
109,121.6479,25.060754,東科門市,221台北縣汐止市新台五路一段94號一樓,02-2696-1269,Y,
110,121.452662,24.997116,亞東門市,220台北縣板橋市南雅南路二段21號,02-8967-6556,Y,
111,121.459624,25.135168,竹圍門市,251台北縣淡水鎮民權路42號,02-8809-7355,Y,
112,121.520746,25.007906,竹林門市,234台北縣永和市竹林路222-1號,02-2921-2560,Y,
113,121.484307,25.005175,立言門市,235台北縣中和市中正路866號1F,(02)2226-1773,N,
114,121.541639,24.982608,北新門市,231台北縣新店市民權路27號,02-2910-6121,Y,
115,121.488129,24.998295,中科門市,235台北縣中和市建一路152號,02-8226-3573,Y,
116,121.459122,24.98347,土城門市,236台北縣土城市青雲路152號1樓,02-8273-2039,N,
117,121.497693,25.062857,三重門市,241台北縣三重市正義北路13號,(02)2984-5409,N,
118,121.467882,25.044052,二重門市,241台北縣三重市重新路五段654號,(02)8512-4050,N,
119,121.253731,24.971358,內壢門市,320桃園縣中壢市中華路一段450號,03-461-1770,Y,
120,121.229218,25.000645,大江門市,320桃園縣中壢市中園路2段501號1F,03-468-0130,Y,
121,121.22367,24.962537,中壢門市,320桃園縣中壢市元化路357號,03-427-9651,Y,
122,121.287899,25.051965,台茂門市,338桃園縣蘆竹鄉南崁路一段112號1F,03-311-2960,N,
123,121.284648,24.986955,桃愛門市,330桃園縣桃園市中山路939號,03-378-0838,N,
124,121.298297,25.012006,桃興門市,330桃園縣桃園市大興西路二段76巷6號,03-301-6316,Y,
125,121.227041,25.072773,航空門市,337桃園縣大園鄉埔心村航站南路15號3F,03-3833828,N,
126,121.223626,25.070586,航站門市及航廈門市,337桃園縣大園鄉航站南路9號4樓,03-383-4727,,
127,121.220175,24.958354,崇壢門市,320桃園縣中壢市中央西路一段120號,03-280-5420,N,
128,121.222006,24.956798,復興門市,320桃園縣中壢市中山路138號,03-280-4279,Y,
129,121.305358,25.016118,經國門市,330桃園縣桃園市經國路369號1樓,03-346-6137,N,
130,121.313185,24.989992,桃遠門市,桃園縣桃園市中正路20號1樓,03-332-1938,N,
131,121.372183,25.051901,廣達門市,333桃園縣龜山鄉文化二路211號1樓,03-318-5272,N,
132,121.365914,25.057822,林口門市,桃園縣龜山鄉復興一路202號1F,03-327-7817,Y,
133,121.323359,24.980037,宏達電門市,桃園縣桃園市桃園市興華路23號1F,(03)376-3353,N,
134,121.040925,24.807271,六家門市,302新竹縣竹北市高鐵七路6號1F,03-611-9866,N,
135,121.010965,24.839605,台元門市,302新竹縣竹北市台元科技園區台元街34號,(03)560-0516,N,
136,120.989618,24.775635,園區門市,308新竹縣新竹科學工業園區研新一路9號一樓,03-666-2818,N,
137,120.971419,24.802538,中正門市,300新竹市中正路2號1~2樓,03-525-0455,Y,
138,121.019294,24.77847,介壽門市,300新竹市介壽路47號,03-666-7446,Y,
139,121.01469,24.773434,台積電門市,300新竹市新竹科學園區力行六路六號四樓,03-567-0925,N,
140,121.019329,24.773756,竹達門市,300新竹市力行二路1號,03-579-4060,N,
141,120.965359,24.80177,西大門市,300新竹市西大路323號,03-527-7126,Y,
142,120.972909,24.803966,東門門市,300新竹市東門街47號1~2F,(03)524-4236,Y,
143,120.992969,24.777615,研新門市,308新竹市全區科學園區研新二路6號,(03)05785-032,N,
144,120.997923,24.796138,清大門市,300新竹市光復路二段344號,03-573-0815,Y,
145,121.012534,24.830871,竹北門市,新竹縣竹北市光明一路376號,(03)558-8951,Y,
146,120.615945,24.116187,烏日門市,414台中縣烏日鄉站區二路8號2 F,(04)3601-7906,N,
147,120.72066,24.25063,豐原門市,420台中縣豐原市復興路2號,04-2527-5388,Y,
148,120.643481,24.164549,三越一店門市,407台中市西屯區中港路二段111號3樓,04-2259-8755,,
149,120.648532,24.150615,大英門市,  408台中市南屯區公益路二段131號,(04) 2327-3525,N,
150,120.684989,24.151953,中友門市,台中市北區三民路三段161號1樓C棟,04-2223-5596,Y,
151,120.664461,24.154084,中港門市,台中市西區中港路一段235號一樓,04-2319-8566,Y,
152,120.605329,24.183793,中榮門市,407台中市西屯區中港路三段160號,04-2355-3472,Y,
153,120.680485,24.157549,中醫門市,404台中市北區育德路2號,04-22070992,Y,
154,120.660216,24.140015,五權門市,台中市西區五權西路一段277號1~2樓,04-2378-3360,N,
155,120.655223,24.150942,公益門市,403台中市西區公益路246-1號,04-2319-3160,Y,
156,120.638457,24.164202,虎城門市,120台中市西屯區河南路三段120號,04-2253-7438,Y,
157,120.68504,24.166954,崇漢門市,404台中市北區漢口路四段395號1~2樓,04-2238-7463,N,
158,120.687691,24.136227,德安門市,401台中市東區復興路四段186號,04-2220-8778,Y,
159,120.686077,24.187483,崇德門市,406台中市北屯區崇德路三段181號1F,04-2422-3751,N,
160,120.640807,24.159872,新國門市,407台中市西屯區市政北一路1號,(04)2252-2475,N,
161,120.661891,24.155522,新廣三門市,403台中市西區中港路一段299號1樓,,N,
162,120.649608,24.153305,墩業門市,408台中市南屯區大墩路717-5號,04-2310-6867,Y,
163,120.646171,24.137532,南屯門市,台中市南屯區文心路一段1號,04-2475-8151,Y,
164,120.616783,24.18275,福康門市,台中市西屯區福康路1.3號,04-2463-4658,Y,
165,120.65392,24.168028,櫻花門市,台中市西屯區櫻花路1號,(04)2315-0235,Y,
166,120.545017,24.070973,彰基門市,500彰化縣彰化市旭光路235號,04-723-9296,Y,
167,120.450295,23.498911,嘉基門市,600嘉義市忠孝路539號,05-274-1465,,
168,120.441202,23.472864,垂楊門市,嘉義市垂楊路537號一樓,05-283-2501,Y,
169,120.811874,23.513309,阿里山門市,嘉義縣阿里山鄉中正村56號,05-267-9691,N,
170,120.452365,23.495653,耐斯門市,嘉義市東、西區忠孝路600號,05-278-9265,N,
171,120.186634,22.99784,府中門市,700台南市中西區民生路二段489號,06-228-5466,,
172,120.214062,22.996338,南遠門市,701台南市東區前鋒路210號,06-2751157,N,
173,120.221826,22.994952,長榮門市,701台南市東區長榮路三段139號,06-200-5550,Y,
174,120.2177,22.983987,府榮門市,701台南市東區長榮路1段181號1樓,(06) 200-4907,,
175,120.197588,22.986807,永福門市,700台南市南區西門路一段658號1樓,06-303-1145,N,
176,120.18731,22.988692,永華門市,708台南市安平區中華西路二段16號,06-297-9508,Y,
177,120.210074,22.995592,台南門市,700台南市中西區中山路166號1樓,06-211-3708,Y,
178,120.205955,22.995541,公園門市,700台南市中西區公園路60號,06-220-4906,Y,
179,120.281999,23.098618,南科門市,744台南縣新市鄉南科三路17號,06-505-3839,,
180,120.224717,23.021984,南台門市,台南縣永康市南台街1號,06-242-1496,N,
181,120.235114,23.003604,永康門市,710台南縣永康市中華路157號,06-311-3148,Y,
182,120.265581,22.905685,仁德南、北門市,717台南縣仁德鄉中洲村中洲1-16號中山高北上休息站),(06) 278-3426,,
183,120.398679,23.285814,東山門市,台南縣東山鄉科里村枋仔林74-6號 (國道三號東山服務區),06-623-4610,Y,
184,120.30732,22.594544,時代2門市,806高雄市前鎮區中華五路789號1F,07-823-2611,,
185,120.316259,22.625981,廣林門市,802高雄市苓雅區廣州一街149-1號,07-227-1360,Y,
186,120.355659,22.649208,長庚門市,高雄縣鳥松鄉烏松鄉大埤路123號B1,07-732-0120,N,
187,120.308786,22.644943,十全門市,807高雄市三民區十全一路183號,07-311-6738,Y,
188,120.306404,22.614514,三多門市,802高雄市苓雅區三多三路234 236號1.2.3樓,07-338-4586,Y,
189,120.31509,22.656572,大順門市,807高雄市三民區民族一路427號一樓,07-954-5676,Y,
190,120.301652,22.623489,五福門市,800高雄市新興區五福二路262號,07-261-0355,Y,
191,120.313368,22.659972,明誠門市,807高雄市三民區明誠二路72號,07-359-3601,Y,
192,120.296265,22.617608,青年門市,802高雄市苓雅區成功一路221號1F,07-330-4369,,
193,120.325063,22.632559,建國門市,802高雄市苓雅區大順三路115號,07-225-5706,Y,
194,120.321806,22.679887,高榮門市,813高雄市左營區榮總路115號A2,07-359-6155,Y,
195,120.303395,22.613345,高遠門市,802高雄市苓雅區三多四路21號,07-536-0501,Y,
196,120.302417,22.638767,高鐵門市,807高雄市三民區建國二路318號3樓,07-235-8180,Y,
197,120.285934,22.634247,愛河門市,807高雄市前金區河東路356號,07-282-3036,N,
198,120.306127,22.665703,裕誠門市,813高雄市左營區裕誠路396.396-1號,07-558-4770,Y,
199,120.305053,22.596176,夢時代門市,806高雄市前鎮區成功二路2號B1,07-823-3009,,
200,120.308079,22.686606,左營門市,高雄市左營區高鐵路105號2F,(07)862-0622,N,
201,120.806126,21.941773,墾丁門市,946屏東縣恆春鎮墾丁路14號,08-886-2988,Y,
202,120.489671,22.673981,屏東門市,900屏東縣屏東市中正路72號,08-734-5833,Y,
203,120.702122,22.046317,海生館門市,944屏東縣車城鄉後灣村後灣路2號,08-882-5157,,
204,121.146004,22.754351,台東門市,950台東縣台東市博愛路478號1樓,089-346-563,N,
205,121.600587,23.988199,花蓮門市,970花蓮縣花蓮市中山路585號,038-343-243,Y,
206,121.824178,24.686071,傳藝門市,268宜蘭縣五結鄉五濱路二段201號,03-950-8007,N,
207,121.756531,24.757631,宜蘭門市,260宜蘭縣宜蘭市舊城東路56號,(03) 931-0158,N,
208,121.156972,24.043806,清境門市,南投縣仁愛鄉定遠新村26-1號1樓,049-280-3798,Y,
209,120.910651,23.86684,日月潭門市,555南投縣魚池鄉中山路101號,049-285-6849,Y,
210,119.569217,23.566203,馬公門市,880澎湖縣馬公市三民路2號,06-927-3459,Y,
